id,name,en_name,code,introduce,dialogue,extra,en_introduce,character,type,rank,develop_duration,baseammo,basemre,ammo_add_withnumber,mre_add_withnumber,retiremp,retireammo,retiremre,retirepart,ratio_life,ratio_pow,ratio_rate,ratio_speed,ratio_hit,ratio_dodge,ratio_armor,armor_piercing,crit,special,eat_ratio,ratio_range,skill1,skill2,normal_attack,passive_skill,dynamic_passive_skill,effect_grid_center,effect_guntype,effect_grid_pos,effect_grid_effect,max_equip,type_equip1,type_equip2,type_equip3,type_equip4,ai,is_additional,launch_time,obtain_ids,rank_display,prize_id,mindupdate_consume,explore_tag,gun_detail_bg,org_id,related_story_id,show_damage_skin,gun_tag_ids,atk_speed_max,ratio_rec,recommended_team_ids,item_id
31,gun-10000031,MAB 38,MAB38,"类型            冲锋枪
总重            空枪：4.2公斤
全长            946毫米
枪管长度        315毫米
弹药            9×19毫米鲁格弹
枪机种类        反冲作用
发射速率        600发／分钟
枪口初速        429 米／秒
有效射程        250米
供弹方式        10|20|30|40发弹夹",伯莱塔38型冲锋枪|指挥官|今后让我们好好相处吧。,gun-40000031,gun-50000031,gun-60000031,2,2,5400,25,20,15,10,5,5,2,0,115,125,95,100,95,85,0,15,5,0,110,130,102201,0,300102,900156|999999|1006204|1006205,900273,13,4,7|9,1|5;2|10,0,3;9|10,2;6,1;1|2|3|4|13|18,,31,0,2016-05-20 00:00:00,1|3,2,0,10:10|45:200;10:20|45:600;10:30|45:1200,,nation_Italy,10302,100031,|0|,110|105,120,115,1|2|3|6|7,
32,gun-10000032,Micro Uzi,MicroUZI,"类型            冲锋枪
总重            3.5公斤
全长            缩起枪托：470毫米
                展开枪托：650毫米
枪管长度        260毫米
弹药            9×19毫米鲁格弹、.22 LR、.45 ACP、.41 AE
枪机种类        反冲作用，开放式枪机
发射速率        600发/分钟
枪口初速        约400米/秒
有效射程        120米
供弹方式        .22及.41 AE：10发、.45 ACP：16发、9×19毫米：20、32、40及50发弹匣
瞄准具型式      机械瞄具",喂|看什么看啊！都有点不好意思了|快去工作！,gun-40000032,gun-50000032,gun-60000032,2,3,6000,25,20,15,10,5,5,2,0,90,90,130,100,85,125,0,15,5,0,115,110,802708,0,300102,900156|999999,802709|802711,13,4,12|14,1|18,0,3;9|10,2;6,1;1|2|3|4|13|18,,32,0,2016-05-20 00:00:00,1|3|2,3,0,10:15|45:200;10:30|45:800;10:45|45:1600,52,,10202,100032,|0|7907|8807|,121|105,120,90,1|2|3|6|7,
33,gun-10000033,m45,m45,"类型            冲锋枪
总重            空枪：3.35公斤
全长            枪托缩折：550毫米
                枪托伸展：808毫米
枪管长度        212毫米
弹药            9×19毫米鲁格弹
枪机种类        直接反冲作用/开放式枪机
发射速率        550—600发／分钟
枪口初速        425米／秒
有效射程        250米
供弹方式        36发可拆卸式双排双进弹匣
瞄准具型式      机械瞄具：固定金属缺口式L型照门（可调节）和片状准星（两者皆有护翼）|夜间瞄准具（可拆卸）",长官|感谢您的收留。我会烤很好吃的面包|战斗中也会加油的！,gun-40000033,gun-50000033,gun-60000033,2,2,4800,25,20,15,10,5,5,2,0,105,115,95,100,100,105,0,15,5,0,105,100,102401,0,300102,900156|999999,,13,4,7|9,2|10;4|10,0,3;9|10,2;6,1;1|2|3|4|13,,33,0,2016-05-20 00:00:00,1|3,2,0,,3|8,,10802,100033,|4|0|,10102|105,120,105,1|2|3|6|7,
34,gun-10000034,M1,M1,"类型            半自动步枪
总重            4.2–4.6公斤
全长            1|100毫米
枪管长度         610毫米
弹药            .30-06 Springfield（7.62×63毫米）
枪机种类        长行程导气式活塞，转拴式枪机
枪口初速        853 米/秒
有效射程        457米
供弹方式        8发en bloc漏夹、内置弹仓
瞄准具型式      机械照门",M1加兰德|指挥官|从今以后|请让我陪伴在您左右吧。,gun-40000034,gun-50000034,gun-60000034,3,3,14400,15,30,10,15,5,2,5,0,100,120,115,100,105,95,0,15,40,0,105,90,103004,0,300112,300113|501032|999999,,13,1,18,6|12,0,2;5,1;1|2|3|13|18,3;15|23,,34,0,2016-05-20 00:00:00,1|3|2,3,0,,26|45|64,nation_US,10303,100034,|0|6907|8309|10008|,138,120,100,8,
35,gun-10000035,M1A1,M1A1,"类型            卡宾枪
总重            2.36公斤
全长            904毫米
枪管长度        458毫米
弹药            .30 Carbine
枪机种类        短行程导气式活塞，转拴式枪机
发射速率        850–900发／分
枪口初速        600米／秒
有效射程        175–275米
供弹方式        15发或30发可拆式弹匣",M1A1，加入。指挥官，请让我陪您平安度过难关吧。,gun-40000035,gun-50000035,gun-60000035,3,3,13200,15,30,10,15,5,2,5,0,95,90,115,100,120,130,0,15,40,0,115,100,100417,0,300104,999999,,13,1,12|14,6|12,0,2;5,1;1|2|3|13|18,3;15,,35,0,2016-10-28 00:00:00,3,3,0,,45|57,nation_US,10303,100035,|0|4106|,108,120,95,2|4,
36,gun-10000036,M1903,M1903,"类型            手动步枪
总重            3.95公斤
全长            1|098毫米
枪管长度         610毫米 
弹药            .30-03
                .30-06（7.62×63毫米）
                7.92×57毫米尖头弹(为适应中国与欧洲战场所改膛的)
枪机种类        旋转后拉式枪机
枪口初速        823 - 853米／秒
有效射程        550米
供弹方式        5发弹夹，内置弹仓
瞄准具型式      片状准星；带""U""形缺口折叠式框形表尺",指挥官|春田能为您做什么|请随时吩咐。,gun-40000036,gun-50000036,gun-60000036,3,4,15900,15,30,10,15,5,2,5,0,95,115,90,100,105,115,0,15,40,0,125,105,1008005,0,300104,501032|1008004|1008008,1008006|1008007,13,1,19,6|15,0,2;5|19,1;1|2|3|13,3;15|23|20,,36,0,2016-05-20 00:00:00,1|3|2,4,0,,3|26|66,nation_US,107,100036,|0|302|802|5|1107|,138|134,120,95,8,
37,gun-10000037,M14,M14,"类型            自动步枪
总重            空枪：4.5公斤
全长            1|118毫米
枪管长度        559毫米
弹药            7.62×51毫米NATO
枪机种类        短行程导气式活塞，转拴式枪机
发射速率        700–750发／分钟
枪口初速        850米／秒
有效射程        460米
最大射程        超过800米（加上瞄准镜）
供弹方式        5、10、20发弹匣
瞄准具型式      机械瞄具
               透过安装瞄准镜座对应各种瞄准镜",指挥官|M14|不会让您失望的！,gun-40000037,gun-50000037,gun-60000037,3,3,13200,15,30,10,15,5,2,5,0,95,105,130,100,115,85,0,15,40,0,110,90,100102,0,300104,999999|1005304,,13,1,17|19,6|12,0,2;5,1;1|2|3|13|18,3;15,,37,0,2016-05-20 00:00:00,1|3|2,3,0,10:15|45:200;10:30|45:800;10:45|45:1600,31|45|67,nation_US,10202,100037,|0|303|8705|30027|,108,120,95,2|4,
38,gun-10000038,M21,M21,"类型            狙击步枪
总重            5.27公斤
全长            1118毫米
枪管长度        560毫米
弹药            7.62 × 51毫米NATO
枪机种类        长行程导气式活塞，转拴式枪机
枪口初速        853米/秒
有效射程        822米
供弹方式        5、10、20发弹匣",Hello！M21报到！我们……啊不，我真的是狙击武器啊！不过，性格活跃点也没问题吧？,gun-40000038,gun-50000038,gun-60000038,3,3,13800,15,30,10,15,5,2,5,0,105,115,105,100,120,85,0,15,40,0,110,100,102603,0,300104,501032|999999,,13,1,12|14,6|12,0,2;5,1;1|2|3|13|18,3;15|23,,38,0,2016-05-20 00:00:00,3,3,0,,11|45|68,nation_US,10202,100038,|0|,138,120,105,8,
39,gun-10000039,M1891,M1891,"类型            手动步枪
总重            空枪：4.22公斤
全长            1306毫米，各型号不同
枪管长度        800毫米，各型号不同
弹药            7.62×54毫米R枪弹
枪机种类        旋转后拉式枪机
发射速率        10发／分钟
枪口初速        615米/秒（M1891） 
                860米/秒（M1891/30）
有效射程        548.64米
最大射程        1828.8米
供弹方式        5发弹匣、内置弹仓",指挥官同志|хорошо！,gun-40000039,gun-50000039,gun-60000039,3,4,15000,15,30,10,15,5,2,5,0,100,115,85,100,120,105,0,15,40,0,130,100,102815,0,300104,511030|759099,,13,1,12,6|15,0,2;5,1;1|2|3|13|18,3;15|20|23,,39,0,2016-05-20 00:00:00,1|3|2,4,0,10:20|45:200;10:40|45:1000;10:60|45:2000,8|50|54|68,nation_Russia,10302,100039,|0|803|4803|,138,120,100,8,
40,gun-10000040,SVT-38,SVT38,"类型            半自动步枪
总重            3.85公斤
全长            1|226毫米
枪管长度        625毫米
弹药            7.62×54毫米莫辛-纳甘步枪子弹
枪机种类        短行程导气式活塞
枪口初速        840米/秒
有效射程        800米
供弹方式        10发弹匣",SVT-38入列。指挥官|请下达指示。,gun-40000040,gun-50000040,gun-60000040,3,2,12600,15,30,10,15,5,2,5,0,95,110,105,100,100,115,0,15,40,0,105,80,102604,0,300104,501032|999999,,13,1,18,6|10,0,2;5|19,1;1|2|3|13,3;15|23,,40,0,2016-05-20 00:00:00,1|3,2,0,,54,nation_Russia,10303,100040,|0|,138,120,95,8,
41,gun-10000041,SKS,SKS,"类型            半自动步枪
                卡宾枪
总重            3.85公斤
全长            1|021毫米
枪管长度         521毫米
弹药            7.62×39毫米
枪机种类        短行程导气式活塞、倾侧式枪机、自动装填
发射速率        半自动
枪口初速        735米／每秒
有效射程        400米
供弹方式        10发固定弹仓",你好哦，指挥官。有了王牌般的我，你就能以一敌百啦，请多关照哦。,gun-40000041,gun-50000041,gun-60000041,3,2,12600,15,30,10,15,5,2,5,0,105,100,105,100,100,115,0,15,40,0,105,110,100401,0,300104,999999,,13,1,12|14,6|10,0,2;5,1;1|2|3|13,3;15,,41,0,2016-05-20 00:00:00,1|3,2,0,,12|50,nation_Russia,10302,100041,|0|,108,120,105,2|4,
42,gun-10000042,PTRD,PTRD,"类型            反坦克步枪
总重            17.3公斤
全长            2|020毫米
枪管长度        1|350毫米
操作人数        1-2人
弹药            14.5×114毫米
枪机种类        手动枪机、单发
发射速率        6-8发/分钟
枪口初速        1|114米/秒
有效射程        0.3 km（反人员）
最大射程        1 km
供弹方式        1发载入抛壳口内
瞄准具型式      机械瞄具",指挥官|不用担心|没什么能挡住我的子弹。,gun-40000042,gun-50000042,gun-60000042,3,4,16200,15,30,10,15,5,2,5,0,105,140,80,100,105,80,0,15,40,0,130,160,102705,0,300104,501033,,13,1,14,6|15,0,2;5,1;1|2|3|13,3;15|20|23,,42,0,2016-05-20 00:00:00,1|3|2,4,0,,68,nation_Russia,10302,0,|8204|10104|,138,120,105,8,
43,gun-10000043,SVD,SVD,"类型            狙击步枪
总重            空枪：4.31公斤
全长            1225 毫米
枪管长度        620 毫米
弹药            7.62×54毫米R
枪机种类        短行程导气式活塞、拴式枪机
枪口初速        800—830 米／秒
有效射程        800 米
供弹方式        5可拆卸10发装弹匣
瞄准具型式      瞄准镜和铁制传统照门",狙击者SVD。就让我看看，是哪个幸运儿来迎接我吧。,gun-40000043,gun-50000043,gun-60000043,3,4,15300,15,30,10,15,5,2,5,0,90,120,110,100,120,100,0,15,40,0,120,100,100403,0,300104,,,13,1,17|19,6|15,0,2;5|19,1;1|2|3|13,3;15,,43,0,2016-08-31 00:00:00,1|2,4,0,,50|57|59,nation_Russia,10402,100043,|0|305|5506|,108,120,90,2|4,
44,gun-10000044,SV-98,SV98,"类型            狙击步枪
总重            空枪、没有光学狙击镜：5.8 公斤
                装上专用光学狙击镜及消声器：7.8 公斤
全长            没有装上消声器：1|200 毫米
                装上消声器：1|375 毫米
枪管长度         650 毫米
弹药            .308 Winchester（7.62×51NATO）
                7.62×54R
                .338 Lapua Magnum
枪机种类        旋转后拉式枪机
枪口初速        820 米／秒
有效射程        机械瞄具：600 米
               光学狙击镜：1|000 米
供弹方式        10 发可拆卸式双排弹匣
瞄准具型式      机械瞄具：
               金属正切式照门（照门可以前后滑动调节）
               金属柱型准星（准星具有护环保护）
               机匣顶部的MIL-STD-1913战术导轨上安装日间／夜间光学狙击镜、红点镜／反射式瞄准镜、全息瞄准镜、夜视镜或热成像仪（可拆卸）",SV-98向您报到，请下达您的命令吧。,gun-40000044,gun-50000044,gun-60000044,3,3,13200,15,30,10,15,5,2,5,0,95,115,110,100,115,85,0,15,40,0,115,110,102706,0,300104,501030|999999|1001404,801411,13,1,17,6|12,0,2;5,1;1|2|3|13,3;15|20|23,,44,0,2016-05-20 00:00:00,1|3|2,3,0,10:15|45:200;10:30|45:800;10:45|45:1600,37,nation_Russia,10302,100044,|0|1906|,138,120,95,8,
46,gun-10000046,Kar98k,98K,"类型            手动步枪
总重            3.7-4.1公斤
全长            1110毫米
枪管长度        610毫米
弹药            7.92×57毫米尖头弹
枪机种类        旋转后拉式枪机
枪口初速        760 米／秒
有效射程        500米(机械瞄具)
               1000米(架上瞄准镜)
供弹方式        5发弹夹
瞄准具型式      机械瞄具|加装瞄准镜",毛瑟98K|为您效劳。让我来为您扫除前方的障碍吧。,gun-40000046,gun-50000046,gun-60000046,3,5,16800,15,30,10,15,5,2,5,0,95,115,95,100,105,110,0,15,40,0,135,115,102905,0,750578,900221,,13,1,17|19,6|18,0,2;5,1;1|2|3|13|18,3;15|20|23,,46,0,2016-05-20 00:00:00,1|2,5,0,10:25|45:200|51:2;10:50|45:1200|51:3;10:75|45:2400|51:5,27|35|41|55|66,nation_German,10201,100046,|0|4301|8301|10001|11002|,138,125,95,8,
47,gun-10000047,G43,G43,"类型            半自动步枪
总重            4.1公斤
全长            1130毫米
枪管长度        546毫米
弹药            7.92×57毫米
枪机种类        气动式
枪口初速        775米/秒
有效射程        500米
供弹方式        10发可拆卸式弹匣",Guten Tag!我是G43|从今天起|请欣赏我的优雅作战！,gun-40000047,gun-50000047,gun-60000047,3,2,11400,15,30,10,15,5,2,5,0,90,105,120,100,90,85,0,15,40,0,115,85,100413,0,300104,999999,,13,1,17|19,6|10,0,2;5,1;1|2|3|13|18,3;15,,47,0,2016-05-20 00:00:00,1|3,2,0,,22|23|55,nation_German,10303,100047,|0|7607|10210|,108|106,120,90,2|4,
48,gun-10000048,WA2000,WA2000,"类型            狙击步枪
总重            空枪：6.95 公斤
全长            905 毫米
枪管长度        650 毫米
弹药            .300温彻斯特马格南
                7.62×51毫米
                瑞士7.5×55毫米
枪机种类        短行程导气式活塞、滚转式枪机
枪口初速        超过980 米/秒
有效射程        1000米
供弹方式        6 发，可分离式弹匣
瞄准具型式      Schmidt & Bender 2.5-10 x 56毫米瞄准镜",WA2000。指挥官|你就乖乖看着吧|别当我的绊脚石就行了。,gun-40000048,gun-50000048,gun-60000048,3,5,17400,15,30,10,15,5,2,5,0,100,120,115,100,125,90,0,15,40,0,120,130,100404,0,1002305,710807|1002304,,13,1,18,6|18,0,2;5|19,1;1|2|3|13|18,3;15,,48,0,2016-05-20 00:00:00,1|3|2,5,0,,4,nation_German,10201,100048,|306|804|0|6|1108|,108,150,100,2|4,
49,gun-10000049,Type 56 R,56typeR,"类型            半自动步枪
总重            空枪：3.85公斤
全长            1025毫米；1260毫米（连刺刀）
枪管长度        521毫米
弹药            7.62 × 39 毫米
枪机种类        短行程导气式活塞，枪机倾斜式闭锁
枪口初速        710~730 米/秒
有效射程        400米
供弹方式        10发弹夹，固定式弹仓",56式半，正式报到！长官，战友们，你们好！,gun-40000049,gun-50000049,gun-60000049,3,3,13800,15,30,10,15,5,2,5,0,105,100,110,100,105,115,0,15,40,0,110,100,100102,0,300104,999999|992227,,13,1,12|14,6|12,0,2;5|19,1;1|2|3|13,3;15,,49,0,2016-08-21 00:00:00,101,3,0,10:15|45:200;10:30|45:800;10:45|45:1600,53|75,nation_China,10705,100049,|0|5508|7206|,108,120,105,2|4,
50,gun-10000050,MLE Mk I,MLEMK1,"类型            手动步枪
总重            3.96公斤
全长            1130毫米
枪管长度        640毫米
弹药            .303 British（7.7×56mm R）
                7.92×57毫米尖头弹(为适应中国战场所改膛的)
枪机种类        旋转后拉式枪机
枪口初速        744米／秒
有效射程        914米
供弹方式        10发内置弹仓（两个5发弹夹）",从今天起我就是您的部下了|李·恩菲尔德|将永远跟随您的指挥。,gun-40000050,gun-50000050,gun-60000050,3,5,18000,15,30,10,15,5,2,5,0,90,115,100,100,105,105,0,15,40,0,135,115,100104,0,300104,,,13,1,12|14,6|18,0,2;5|19,1;1|2|3|13|18,3;15,,50,0,2016-05-20 00:00:00,1|2,5,0,10:25|45:200|51:2;10:50|45:1200|51:3;10:75|45:2400|51:5,14|17|35|79,,10201,100050,|0|901|10|,108,135,90,2|4,
51,gun-10000051,FN-49,FN49,"类型            半自动步枪
总重            4.31 公斤
全长            1|116 毫米
枪管长度         590 毫米
弹药            .30-06春田步枪弹
                7.92×57毫米毛瑟子弹
                7×57毫米毛瑟子弹
                7.62×51毫米NATO
                7.65×53毫米阿根廷子弹
枪机种类        导气式（短行程活塞）
供弹方式        固定式10发弹仓
瞄准具型式      金属机械瞄具",指挥官|那个……请、请多指教！,gun-40000051,gun-50000051,gun-60000051,3,2,11400,15,30,10,15,5,2,5,0,105,105,95,100,95,100,0,15,40,0,115,105,100101,0,300104,999999,,13,1,17|19,6|10,0,2;5,1;1|2|3|13|18,3;15,,51,0,2016-05-20 00:00:00,1|3,2,0,10:10|45:200;10:20|45:600;10:30|45:1200,3|49|64,nation_Belgium,10202,100051,|6809|0|,108,120,105,2|4,
52,gun-10000052,BM59,BM59,"类型            战斗步枪
总重            4.4公斤
全长            1|095毫米
枪管长度        491毫米
弹药            7.62×51毫米北约标准弹
枪机种类        长行程导气式活塞，滚转式枪机
发射速率        750发/分钟      
供弹方式        14、20、25发弹匣
瞄准具型式      机械瞄具",BM59，加入。指挥官，经过重新改进的我，不会令您失望的。,gun-40000052,gun-50000052,gun-60000052,3,2,12000,15,30,10,15,5,2,5,0,110,110,120,100,95,90,0,15,40,0,95,100,100401,0,300104,999999,,13,1,18,6|10,0,2;5,1;1|2|3|13|18,3;15,,52,0,2016-05-20 00:00:00,1|3,2,0,,13|20,nation_Italy,10302,0,|0|,108,120,110,2|4,
