id,name,description,code,priority,duration_type,duration_time,special_spot_config_id,mission_hurt_config_id,mission_buff_config_id,detect_target_type,detect_range,effect_target_type,effect_spotbelong_type,effect_range_type,effect_range,side_type,conflict_type,conditions_type,conditions_time,conditions_count,skill_config_id_on_birth,skill_config_id_on_death,death_effect_target_type,death_clear_spot,effect_birth,effect_death,effect_duration,effect_process_star,effect_process_end,effect_process_duration,effect_conditions,effect_conditions_type,spot_buff_config_id,pref_code,is_still_alive
382005,special_spot_config-10382005,special_spot_config-20382005,,382001,1,0,0,0,0,-1,0,-1,0|1|2|3,1,0,0,382001,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0|1,0,0,,0
382006,special_spot_config-10382006,special_spot_config-20382006,,382006,1,99,1000001,0,0,-1,0,-1,0|1|2|3,1,0,0,382006,0;3,0-0;0-1,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0|1,0,0,,0
382007,special_spot_config-10382007,special_spot_config-20382007,,382002,3,1,382005,0,0,1|3|7|8|201,0,-1,0|1|2|3,1,1,0,382002,0;3,0-0;0-1,0,0|0|0,0|0|382002,-1,0,0,0,900001,0,0,0,0|1,0,0,,0
382008,special_spot_config-10382008,special_spot_config-20382008,,382003,3,1,382005,0,0,1|3|7|8|201,0,-1,0|1|2|3,1,1,0,382003,0;3,0-0;0-1,0,0|0|0,0|0|382003,-1,0,0,0,900001,0,0,0,0|1,0,0,,0
382009,special_spot_config-10382009,special_spot_config-20382009,,382009,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,382009,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,900001,0,0,0,0|1,0,2,,0
410300,special_spot_config-10410300,special_spot_config-20410300,,400300,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,400300,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
410301,special_spot_config-10410301,special_spot_config-20410301,,410301,1,1,410302,0,0,1|8|10,1,-1,0|1|2|3,1,0,0,410301,0;3,0-0;0-1,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,3,,0
410302,special_spot_config-10410302,special_spot_config-20410302,Dinergate,410302,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,410302,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
410312,special_spot_config-10410312,special_spot_config-20410312,,410312,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,410312,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
410351,special_spot_config-10410351,special_spot_config-20410351,,410351,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,410351,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1013,0,0,0,0,0,0,,0
410352,special_spot_config-10410352,special_spot_config-20410352,,410352,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,410352,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
410361,special_spot_config-10410361,special_spot_config-20410361,,410361,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,410361,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
410362,special_spot_config-10410362,special_spot_config-20410362,,410362,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,410362,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
410363,special_spot_config-10410363,special_spot_config-20410363,410363,410363,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,410363,0;0,0-0;0-0,0,0|1000004|0,0|0|0,0,0,1000017,0,0,0,0,0,1,0,0,,0
410364,special_spot_config-10410364,special_spot_config-20410364,410364,410364,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,410364,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,1000020,0,0,0,0,0,1,0,0,,0
410501,special_spot_config-10410501,special_spot_config-20410501,,410501,1,99,0,0,410501,301|10|305|304,0,301|10|305|304,0|1|2|3,1,0,0,410501,3;0,0-1;0-0,0,0|0|0,0|0|0,0,0,0,0,1019,0,0,0,1,0,0,,0
410502,special_spot_config-10410502,special_spot_config-20410502,,410502,1,99,0,0,410502,4|5|6,0,4|5|6,0|1|2|3,1,0,0,410502,3;0,0-1;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
420111,special_spot_config-10420111,special_spot_config-20420111,,420111,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420111,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,3,,0
420202,special_spot_config-10420202,special_spot_config-20420202,,420202,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420202,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420211,special_spot_config-10420211,special_spot_config-20420211,Console,420211,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420211,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420213,special_spot_config-10420213,special_spot_config-20420213,,420213,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420213,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420301,special_spot_config-10420301,special_spot_config-20420301,,420301,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420301,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1020,0,0,0,1,0,0,,0
420311,special_spot_config-10420311,special_spot_config-20420311,,420311,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420311,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420312,special_spot_config-10420312,special_spot_config-20420312,,420312,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420312,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420313,special_spot_config-10420313,special_spot_config-20420313,,420313,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420313,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420314,special_spot_config-10420314,special_spot_config-20420314,,420314,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420314,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420315,special_spot_config-10420315,special_spot_config-20420315,,420315,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420315,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420316,special_spot_config-10420316,special_spot_config-20420316,Console,420316,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420316,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420321,special_spot_config-10420321,special_spot_config-20420321,,420321,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420321,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420322,special_spot_config-10420322,special_spot_config-20420322,,420322,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420322,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420323,special_spot_config-10420323,special_spot_config-20420323,,420323,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420323,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420324,special_spot_config-10420324,special_spot_config-20420324,,420324,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420324,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420325,special_spot_config-10420325,special_spot_config-20420325,,420325,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420325,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420326,special_spot_config-10420326,special_spot_config-20420326,,420326,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420326,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420401,special_spot_config-10420401,special_spot_config-20420401,,420401,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420401,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420501,special_spot_config-10420501,special_spot_config-20420501,,420501,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420501,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1013,0,0,0,1,0,0,,0
420502,special_spot_config-10420502,special_spot_config-20420502,,420502,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420502,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420503,special_spot_config-10420503,special_spot_config-20420503,,420503,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420503,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420504,special_spot_config-10420504,special_spot_config-20420504,,420504,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420504,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420512,special_spot_config-10420512,special_spot_config-20420512,,420512,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420512,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420513,special_spot_config-10420513,special_spot_config-20420513,,420513,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420513,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420514,special_spot_config-10420514,special_spot_config-20420514,,420514,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420514,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420600,special_spot_config-10420600,special_spot_config-20420600,,420600,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420600,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1013,0,0,0,1,0,0,,0
420601,special_spot_config-10420601,special_spot_config-20420601,,420601,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420601,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1013,0,0,0,1,0,0,,0
420602,special_spot_config-10420602,special_spot_config-20420602,,420602,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420602,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1011,0,0,0,1,0,0,,0
420603,special_spot_config-10420603,special_spot_config-20420603,,420603,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420603,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1011,0,0,0,1,0,0,,0
420604,special_spot_config-10420604,special_spot_config-20420604,,420604,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420604,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1011,0,0,0,1,0,0,,0
420605,special_spot_config-10420605,special_spot_config-20420605,,420605,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420605,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1011,0,0,0,1,0,0,,0
420606,special_spot_config-10420606,special_spot_config-20420606,,420606,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420606,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1011,0,0,0,1,0,0,,0
420607,special_spot_config-10420607,special_spot_config-20420607,,420607,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420607,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1011,0,0,0,1,0,0,,0
420613,special_spot_config-10420613,special_spot_config-20420613,,420613,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420613,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420614,special_spot_config-10420614,special_spot_config-20420614,,420614,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420614,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
420615,special_spot_config-10420615,special_spot_config-20420615,,420615,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,420615,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,,0
440010,special_spot_config-10440010,special_spot_config-20440010,,440010,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440010,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000045,0,0,0,1,0,0,,0
440020,special_spot_config-10440020,special_spot_config-20440020,,440020,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440020,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000045,0,0,0,1,0,0,,0
440030,special_spot_config-10440030,special_spot_config-20440030,,440030,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440030,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000045,0,0,0,1,0,0,,0
440040,special_spot_config-10440040,special_spot_config-20440040,,440040,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440040,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000045,0,0,0,1,0,0,,0
440050,special_spot_config-10440050,special_spot_config-20440050,,440050,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440050,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000045,0,0,0,1,0,0,,0
440060,special_spot_config-10440060,special_spot_config-20440060,,440060,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440060,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000045,0,0,0,1,0,0,,0
440070,special_spot_config-10440070,special_spot_config-20440070,,440070,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440070,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000045,0,0,0,1,0,0,,0
440080,special_spot_config-10440080,special_spot_config-20440080,,440080,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440080,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000045,0,0,0,1,0,0,,0
440090,special_spot_config-10440090,special_spot_config-20440090,,440090,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440090,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000045,0,0,0,1,0,0,,0
440201,special_spot_config-10440201,special_spot_config-20440201,,440201,3,1,440203,0,0,-1,0,-1,0|1|2|3,1,0,0,440201,0;1,0-0;0-3,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440202,special_spot_config-10440202,special_spot_config-20440202,,440202,3,1,440204,0,0,-1,0,-1,0|1|2|3,1,0,0,440202,0;1,0-0;0-5,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440203,special_spot_config-10440203,special_spot_config-20440203,,440203,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440203,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440204,special_spot_config-10440204,special_spot_config-20440204,,440204,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440204,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440301,special_spot_config-10440301,special_spot_config-20440301,,440301,1,99,440302,0,0,1|8|301|10|305|304,0,-1,0|1|2|3,1,0,0,440301,0;3,0-0;0-1,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440302,special_spot_config-10440302,special_spot_config-20440302,TargetPoint_Radar,440302,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440302,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440311,special_spot_config-10440311,special_spot_config-20440311,,440311,1,99,0,0,440301,301|10|305|304,0,-1,0|1|2|3,1,0,0,440311,3;0,0-1;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440500,special_spot_config-10440500,special_spot_config-20440500,,440500,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440500,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440501,special_spot_config-10440501,special_spot_config-20440501,,440501,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440501,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440502,special_spot_config-10440502,special_spot_config-20440502,,440502,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440502,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440503,special_spot_config-10440503,special_spot_config-20440503,,440503,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440503,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440504,special_spot_config-10440504,special_spot_config-20440504,,440504,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440504,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440505,special_spot_config-10440505,special_spot_config-20440505,,440505,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440505,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440510,special_spot_config-10440510,special_spot_config-20440510,,440510,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440510,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440511,special_spot_config-10440511,special_spot_config-20440511,gkemblem,440511,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440511,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440512,special_spot_config-10440512,special_spot_config-20440512,,440512,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440512,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,1000051,0,0,0,0,0,1,0,0,,0
440521,special_spot_config-10440521,special_spot_config-20440521,,-1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440521,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440601,special_spot_config-10440601,special_spot_config-20440601,,440601,1,99,440611,0,0,1|8|301|10|305|304,0,-1,0|1|2|3,1,0,0,440601,0;3,0-0;0-1,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440602,special_spot_config-10440602,special_spot_config-20440602,,440602,1,99,440612,0,0,1|8|301|10|305|304,0,-1,0|1|2|3,1,0,0,440602,0;3,0-0;0-1,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440603,special_spot_config-10440603,special_spot_config-20440603,,440603,1,99,440613,0,0,1|8|301|10|305|304,0,-1,0|1|2|3,1,0,0,440603,0;3,0-0;0-1,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440604,special_spot_config-10440604,special_spot_config-20440604,,440604,1,99,440614,0,0,1|8|301|10|305|304,0,-1,0|1|2|3,1,0,0,440604,0;3,0-0;0-1,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440611,special_spot_config-10440611,special_spot_config-20440611,TargetPoint_Radar,440611,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440611,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440612,special_spot_config-10440612,special_spot_config-20440612,TargetPoint_Radar,440612,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440612,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440613,special_spot_config-10440613,special_spot_config-20440613,TargetPoint_Radar,440613,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440613,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440614,special_spot_config-10440614,special_spot_config-20440614,TargetPoint_Radar,440614,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440614,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440800,special_spot_config-10440800,special_spot_config-20440800,Memorys,440800,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440800,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000047,0,0,0,1,0,0,,0
440801,special_spot_config-10440801,special_spot_config-20440801,Memorys,440801,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440801,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440802,special_spot_config-10440802,special_spot_config-20440802,Memorys,440802,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440802,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440803,special_spot_config-10440803,special_spot_config-20440803,Memorys,440803,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440803,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440804,special_spot_config-10440804,special_spot_config-20440804,Memorys,440804,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440804,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440900,special_spot_config-10440900,special_spot_config-20440900,TargetPoint_Radar,440900,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440900,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440902,special_spot_config-10440902,special_spot_config-20440902,,440902,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440902,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440903,special_spot_config-10440903,special_spot_config-20440903,,440903,1,99,0,0,440000,301|10|305|304,0,-1,0|1|2|3,1,0,0,440903,3;0,0-1;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440907,special_spot_config-10440907,special_spot_config-20440907,,440907,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440907,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000056,0,0,0,1,0,0,,0
440908,special_spot_config-10440908,special_spot_config-20440908,,440908,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440908,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000055,0,0,0,1,0,0,,0
440909,special_spot_config-10440909,special_spot_config-20440909,,440909,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440909,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,1000055,0,0,0,1,0,0,,0
440910,special_spot_config-10440910,special_spot_config-20440910,,440910,1,99,440911,0,0,1|8|10,3,-1,0|1|2|3,1,0,0,440910,0;3,0-0;0-1,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
440911,special_spot_config-10440911,special_spot_config-20440911,,440911,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440911,0;0,0-0;0-0,0,0|0|0,0|0|440912,0,0,0,0,0,0,0,0,1,0,0,,0
440912,special_spot_config-10440912,special_spot_config-20440912,,440912,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,440912,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
442011,special_spot_config-10442011,special_spot_config-20442011,,442011,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,442011,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
442012,special_spot_config-10442012,special_spot_config-20442012,,442012,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,442012,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
442013,special_spot_config-10442013,special_spot_config-20442013,,442013,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,442013,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
442014,special_spot_config-10442014,special_spot_config-20442014,,442014,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,442014,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
442015,special_spot_config-10442015,special_spot_config-20442015,,442015,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,442015,0;0,0-0;0-0,0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,1,0,0,,0
460502,special_spot_config-10460502,special_spot_config-20460502,,460502,1,99,460503,0,0,-1,0,-1,0|1|2|3,1,0,0,460502,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
460503,special_spot_config-10460503,special_spot_config-20460503,Weaver,460503,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,460503,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
460504,special_spot_config-10460504,special_spot_config-20460504,,460504,3,1,460505,0,0,4|5|6,0,4|5|6,0|1|2|3,1,0,0,460504,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,1000070,0,0,0,0,0,0,,0
460505,special_spot_config-10460505,special_spot_config-20460505,,460505,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,460505,0;0,0-0;0-0,0,460502|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
480001,special_spot_config-10480001,special_spot_config-20480001,,480001,1,99,480002,0,0,-1,99,-1,0|1|2|3,1,0,0,480001,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
480002,special_spot_config-10480002,special_spot_config-20480002,,480002,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,480002,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,900002,0,0,0,1,0,0,,0
480100,special_spot_config-10480100,special_spot_config-20480100,,480100,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,480100,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
480101,special_spot_config-10480101,special_spot_config-20480101,,480101,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,480101,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1013,0,0,0,1,0,0,,0
480102,special_spot_config-10480102,special_spot_config-20480102,,480102,1,99,480104,0,0,-1,0,-1,0|1|2|3,1,0,0,480102,0;1,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
480103,special_spot_config-10480103,special_spot_config-20480103,,480103,1,99,480105,0,0,-1,0,-1,0|1|2|3,1,0,0,480103,0;1,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
480104,special_spot_config-10480104,special_spot_config-20480104,,480104,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,480104,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
