id,name,action_order,action_delay,action_playspeed,creation_order,creation_delay,creation_afterdeath,sound_order,sound_delay,effect_order,effect_delay,effect_duration,stop_time_speed,stop_time_delay,stop_time_duration,move_order,move_delay,summon_order,summon_delay,voice_order,voice_delay,scene_order,scene_play_speed,scene_delay,scene_transition,avg_order,avg_delay,bgm_order,bgm_delay,camera_order,camera_delay,camera_duration
333,黑化德莉莎转阶段,102,0,100,768|769,0|27,,BT_BOSS_skill,27,3(TheresaApocalypse;신성한 속박;JUDAH'S OATH;THERESA)|7(redshine)|7(redshine)|7(redshine)|7(redshine),25|50|20|30|40,20|7|7|7|7,0,20,8,228|229|230,11|20|92,201,43,,,,,,,,,,,,,
334,黑化德莉莎阶段2突刺,104,0,100,737|738,14|13,,,,,,,,,,225|231|232|233|227,15|19|34|54|66,,,,,,,,,,,,,,,
335,十字架生成,,,,742,0,,,,,,,,,,,,,,,,,,,,,,,,,,
336,十字架,,,,747|744|746|743|745|748,0|0|0|0|0|0,,BT_TheresaSpearLaunch|BT_TheresaSpearLaunch|BT_TheresaSpearLaunch|BT_TheresaSpearLaunch|BT_TheresaSpearLaunch|BT_TheresaSpearLaunch,34|40|46|52|58|64,2(shakesrc),150,70,0,,,,,,,,,,,,,,,,,,,
337,法官瘟疫立场,101,0,100,772,36,,,,2(shakesrc)|2(shakesrc),32|40,8|8,0,0,36,234|235|236,29|36|37,,,,,,,,,,,,,,,
338,军方强无敌扫射,spattack|spattack|spattack|spattack|spattack,0|8|16|24|32,200|200|200|200|200,775,0,,,,,,,,,,,,,,,,,,,,,,,,,,
339,军方强无敌普攻,1,0,100,783|781|782|783|781|782|783|781|782,0|2|3|4|6|7|8|10|11,,,,,,,,,,,,,,,,,,,,,,,,,,
340,浮标标记&自杀,,,,791|238,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,
341,制式榴弹我方,2,0,100,792,27,,BT_fire_grenade,35,,,,,,,,,,,,,,,,,,,,,,,
342,制式榴弹敌方,2,0,100,793,27,,BT_fire_grenade,35,,,,,,,,,,,,,,,,,,,,,,,
345,掷弹兵命运牌,,,,794,0,,,,,0,1,,,,,,,,,,,,,,,,,,,,
346,掷弹兵闪光弹,skill,50,100,803,0,,,,2(shakesrc),105,15,,,,,,,,,,,,,,,,,,,,
347,掷弹兵燃烧弹,skill,50,100,804,0,,,,2(shakesrc),105,15,,,,,,,,,,,,,,,,,,,,
348,掷弹兵烟雾弹,skill,50,100,805,0,,,,2(shakesrc),105,15,,,,,,,,,,,,,,,,,,,,
349,掷弹兵枪榴弹,skill,50,100,806,0,,,,2(shakesrc),105,15,,,,,,,,,,,,,,,,,,,,
351,掷弹兵空袭伤害判定,skill2,50,100,823|834|846|847,0|60|0|43,,BT_BOSS_skill,43,2(shakesrc)|7(redshine)|7(redshine)|3(M16_Boss;위험경고;AIRSTRIKES;M16A1),150|21|31|41,30|10|10|1,,,,,,,,,,,,,,,,,,,,
352,E信标生成,skill3,0,100,850|833,0|65,,,,,,,,,,,,,,,,,,,,,,,,,,
353,E信标探测,,,,851|852|853|854|855|856|863|864|865|866|867|868,240|240|240|240|240|240|0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
354,E手枪,,,,,,,,,3(M16_Boss;HG-화력상승;DETECTOR;M16A1),0,1,,,,,,,,,,,,,,,,,,,,
355,E冲锋枪,,,,,,,,,3(M16_Boss;SMG-명중상승;DETECTOR;M16A1),0,1,,,,,,,,,,,,,,,,,,,,
356,E步枪,,,,,,,,,3(M16_Boss;RF-사속상승;DETECTOR;M16A1),0,1,,,,,,,,,,,,,,,,,,,,
357,E突击步枪,,,,,,,,,3(M16_Boss;AR-장갑상승;DETECTOR;M16A1),0,1,,,,,,,,,,,,,,,,,,,,
358,E机枪,,,,,,,,,3(M16_Boss;MG-회피상승;DETECTOR;M16A1),0,1,,,,,,,,,,,,,,,,,,,,
359,E霰弹枪,,,,,,,,,3(M16_Boss;SG-관통상승;DETECTOR;M16A1),0,1,,,,,,,,,,,,,,,,,,,,
360,E空,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,
361,代理人镜像生成,skill1,0,100,870|386|386|386,64|61|61|61,,,,3(M16_Boss;Empty-스탯상승;DETECTOR;M16A1),,,,,,,,,,,,,,,,,,,,,,
362,代理人镜像生存标记,,,,871,0,,,,,,,,,,,,,,,,,,,,,,,,,,
363,E掷弹兵闪光弹,skill,15,100,876,60,,,,,,,,,,,,,,,,,,,,,,,,,,
364,掷弹兵通用普攻,attack,0,100,835|835|835|836|836|836,0|3|7|0|3|7,,,,,,,,,,,,,,,,,,,,,,,,,,
365,E冲击波,skill4,150,100,837|845|846|847,160|160|30|73,,BT_Alarm,83,3(M16_Boss;염세의 타격;PBHUYRSSITC;M16A1)|7(redshine)|7(redshine),71|51|61,1|10|10,0,41,30,,,,,,,,,,,,,,,,,
366,FAILBUFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,FAILULT,,,,,,,,,3(M16_Boss;염세의 타격;PBHUYRSSITC;M16A1)|7(redshine)|7(redshine),,,,,,,,,,,,,,,,,,,,,,
380,电磁炮I检测,,,,345|346|347,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
381,电磁炮开火,attack,45,100|100,351,45,,,,,,,,,,,,,,,,,,,,,,,,,,
382,电磁炮上移,move|move,0|40,100|100,,,,,,,,,,,,305,0,,,,,,,,,,,,,,,
383,电磁炮下移,move|move,0|40,100|100,,,,,,,,,,,,306,0,,,,,,,,,,,,,,,
384,电磁炮II检测,,,,353|354|355,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
385,电磁炮III检测,,,,359|360|361,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
386,恐怖机器人,move|move|move|move|attack|move|move|move|move|attack|move|move|move|move|attack|move|move|attack|attack,0|11|22|33|44|59|70|81|92|103|118|129|140|151|162|177|188|199|210,100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100|100,365|365|365|238,49|107|167|205,,,,,,,,,,307|308|309|310,0|59|118|177,,,,,,,,,,,,,,,
387,地雷引信,,,,366,0,,,,,,,,,,,,,,,,,,,,,,,,,,
388,地雷诱爆,,,,368|238,0|2,,,,,,,,,,,,,,,,,,,,,,,,,,
389,地雷爆炸,,,,369|238,0|30,,,,,,,,,,,,,,,,,,,,,,,,,,
390,地雷死线,,,,370,0,,,,,,,,,,,,,,,,,,,,,,,,,,
391,地雷死线爆炸,,,,238,0,,,,,,,,,,,,,,,,,,,,,,,,,,
392,代理人普攻,attack,1,100,374|375|376|377|383|384,0|3|7|10|0|2,,,,,,,,,,,,,,,,,,,,,,,,,,
393,代理人爆炸,skill3,0,100,880|883,97|30,,,,,,,,,,,,,,,,,,,,,,,,,,
394,代理人镜像普攻,attack,1,100,378|379|380|381|383|384,0|3|7|10|0|2,,,,,,,,,,,,,,,,,,,,,,,,,,
395,代理人护盾持续,skill2,60,100,881|884|885|887,125|0|43|0,,BT_BOSS_skill|Agent_SKILL2_JP_0,3|90,3(Agent;흉조의 열쇠;SHIELD;AGENT)|7(redshine)|7(redshine),41|31|21,1|10|10,,,,,,,,,,,,,,,,,,,,
396,代理人普攻,attack,1,100,382|375|376|377|383|384,0|1|2|3|0|2,,,,,,,,,,,,,,,,,,,,,,,,,,
397,代理人禁足安全区,,,,888|889|890,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
398,代理人后跳1,skill1,1,100,386,61,,Agent_SKILL1_JP_0,0,,,,,,,311,64,,,,,,,,,,,,,,,
399,代理人后跳2,skill1,1,100,386,61,,Agent_SKILL1_JP_0,0,,,,,,,312,64,,,,,,,,,,,,,,,
400,无动作技能CUTIN,0,-1,100,0,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
401,炮台死亡爆炸,0,-1,100,436,0,,,,0,30,1,,,,,,,,,,,,,,,,,,,,
402,真力解放,0,0,100,519|520,0|0,,,,,,0,,,,,,,,,,,,,,,,,,,,
403,二技能CUTIN,,,,,,,,,9,0,30,,,,,,,,,,,,,,,,,,,,
404,一技能+二技能CUTIN,,,,,,,,,1|9,0|1,1|30,,,,,,,,,,,,,,,,,,,,
405,代理人能力提升,skill1,0,100,891,60,,,,,,,,,,,,,,,,,,,,,,,,,,
406,代理人生存标记2,,,,871,0,,,,,,,,,,,,,,,,,,,,,,,,,,
407,代理人终止,,,,893,0,,,,,,,,,,,,,,,,,,,,,,,,,,
408,M16对话1,,,,,,,,,,,,,,,,,,,,,,,,,-18-Day3-6B,30,,,,,
409,M16对话2,,,,,,,,,,,,,,,,,,,,,,,,,-18-Day3-6C,0,,,,,
410,FAILBoss普攻,1,0,150,1064|1063|1061,3|3|3,,,,,,,,,,,,,,,,,,,,,,,,,,
411,FailBossSp,skill,0,100,1062,25,,,,,,,,,,,,,,,,,,,,,,,,,,
412,湮灭的咏叹调,boss_skill,60,100,845|1066|1067|1070|1071|1068|1069,140|60|90|0|43|140|140,,BT_BOSS_skill,43,3(FAIL_boss;망각의 아리아;OBLIVION;FAIL)|7(redshine)|7(redshine),41|21|31,1|10|10,,,,,,,,,,,,,,,,,,,,
413,清空,,,,1079,0,,,,,,,,,,,,,,,,,,,,,,,,,,
414,gsh-18,attack2,0,100,1|21|138|10295|21|138,0|0|0|4|4|4,,BT_pistol|BT_pistol,0|4,,,,,,,,,,,,,,,,,,,,,,,
415,CMS音效,,,,,,,BT_CBJMS_Reload,0,1,0,1,,,,,,,,,,,,,,,,,,,,
416,力场盾音效,,,,,,,BT_shield,0,1,0,1,,,,,,,,,,,,,,,,,,,,
439,tac50标记狙击,1,55,100,2036,55,,BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
440,aa12霰弹枪普攻,1,0,100,2039|30,0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
441,FP6,,,,2040,0,,,,,,,,,,,,,,,,,,,,,,,,,,
442,FP6爆炸,,,,2043|9002,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
443,FP6击退,,,,,,,,,,,,,,,313,0,,,,,,,,,,,,,,,
444,手榴弹test,2,0,100,2045,40,,BT_grenade_woosh,35,1,0,1,,,,,,,,,,,,,,,,,,,,
445,白色跳跳兵跳跃,,,,2046|2047,150|0,,,,,,,,,,,,,,,,,,,,,,,,,,
446,白色跳跳兵激光,skill|wait|attack|wait|wait,10|38|70|165|200,100,2123|2123|2123|2123|4069,75|95|115|135|39,,BT_White_Laser,75,,,,,,,402,23,,,,,,,,,,,,,,,
447,近战坦克单发,attack2,0,100,2146,0,,BT_fire_grenade,0,,,,,,,,,,,,,,,,,,,,,,,
448,近战坦克多发,1,0,100,2142|2141|2142|2141|2142|2141|2142|2141,0|0|2|2|4|4|6|6,,BT_pistol|BT_pistol|BT_pistol|BT_pistol,0|2|4|6,,,,,,,,,,,,,,,,,,,,,,,
449,近战坦克技能,move|move,90|120,100,2049|2181,0|0,,,,,,,,,,407|408,90|120,,,,,,,,,,,,,,,
450,白色榴弹兵普攻,2,0,100,2122|2156,2|13,,BT_fire_grenade,35,,,,,,,,,,,,,,,,,,,,,,,
451,支援test支闪,2,0,100,2052,31,,BT_fire_grenade,35,1,0,1,,,,,,,,,,,,,,,,,,,,
452,支援test支必中,2,0,100,2053,31,,BT_fire_grenade,35,1,0,1,,,,,,,,,,,,,,,,,,,,
453,支援test支绝对值,2,0,100,2057,31,,BT_fire_grenade,35,1,0,1,,,,,,,,,,,,,,,,,,,,
454,AKS-74U技能开启普攻,1,0,100,2059|21|138|8|8|8,0|0|0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
455,支援小队cutIn,attack2,0,100,2105,30,,BT_squad_bazooka,30,,,,,,,,,,,,,,,,,,,,,,,
456,ITOW普通攻击,2,0,100,2060|2131,0|0,,BT_squad_bazooka,0,,,,,,,,,,,,,,,,,,,,,,,
457,ITOW主技能,2,0,100,2061|2064|2131,0|0|0,,BT_squad_bazooka,0,,,,,,,,,,,,,,,,,,,,,,,
458,ITOW辅助技能1追加攻击,2,0,100,2064,0,,BT_squad_bazooka,0,,,,,,,,,,,,,,,,,,,,,,,
459,2B14主技能,2,0,100,2066|2116|2117|2118|2119|5790,6|3|0|9|8|0,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2B14范围减益,2,0,100,2069|2070,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2B14无防护值追加伤害,,,,2068,0,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2B14普通攻击,2,0,100,2071|2119,0|2,,,,,,,,,,,,,,,,,,,,,,,,,,
467,AGS-30榴弹攻击,2,0,100,2088|2147|2147|5790,0|8|16|0,,BT_squad_howitzer|BT_squad_howitzer|BT_squad_howitzer,0|8|16,,,,,,,,,,,,,,,,,,,,,,,
468,AGS-30持续防护值伤害,,,,2090,0,,,,,,,,,,,,,,,,,,,,,,,,,,
469,导弹设施攻击,2,0,100,2106,31,,BT_squad_bazooka,31,,,,,,,,,,,,,,,,,,,,,,,
470,导弹设施cutIn,attack2,0,100,2108,26,,BT_squad_bazooka,26,,,,,,,,,,,,,,,,,,,,,,,
471,我方导弹设施攻击,2,0,100,2110,31,,,,,,,,,,,,,,,,,,,,,,,,,,
472,支援小队cutIn2,attack2,0,100,2112|2112|2112,5|14|18,,BT_squad_howitzer|BT_squad_howitzer|BT_squad_howitzer,5|14|18,,,,,,,,,,,,,,,,,,,,,,,
473,支援小队cutIn3,attack2,0,100,2120,29,,BT_squad_morta,29,,,,,,,,,,,,,,,,,,,,,,,
474,M870P防护值衰减,,,,2130,30,,,,,,,,,,,,,,,,,,,,,,,,,,
475,蟒蛇攻击10,1,0,100,2124,0,,,,,,,,,,,,802,0,,,,,,,,,,,,,
476,蟒蛇攻击11,1,0,100,2124,0,,,,,,,,,,,,803,0,,,,,,,,,,,,,
477,蟒蛇攻击12,1,0,100,2124,0,,,,,,,,,,,,804,0,,,,,,,,,,,,,
478,蟒蛇攻击13,1,0,100,2124,0,,,,,,,,,,,,805,0,,,,,,,,,,,,,
479,蟒蛇攻击14,1,0,100,2124,0,,,,,,,,,,,,806,0,,,,,,,,,,,,,
480,蟒蛇攻击15,1,0,100,2124,0,,,,,,,,,,,,807,0,,,,,,,,,,,,,
481,蟒蛇攻击16,1,0,100,2124,0,,,,,,,,,,,,808,0,,,,,,,,,,,,,
482,蟒蛇攻击17,1,0,100,2124,0,,,,,,,,,,,,809,0,,,,,,,,,,,,,
483,蟒蛇攻击18,1,0,100,2124,0,,,,,,,,,,,,810,0,,,,,,,,,,,,,
484,蟒蛇攻击19,1,0,100,2124,0,,,,,,,,,,,,811,0,,,,,,,,,,,,,
485,蟒蛇攻击20,1,0,100,2125,0,,,,,,,,,,,,812,0,,,,,,,,,,,,,
486,蟒蛇攻击21,1,0,100,2125,0,,,,,,,,,,,,813,0,,,,,,,,,,,,,
487,蟒蛇攻击22,1,0,100,2125,0,,,,,,,,,,,,814,0,,,,,,,,,,,,,
488,蟒蛇攻击23,1,0,100,2125,0,,,,,,,,,,,,815,0,,,,,,,,,,,,,
489,蟒蛇攻击24,1,0,100,2125,0,,,,,,,,,,,,816,0,,,,,,,,,,,,,
490,蟒蛇攻击25,1,0,100,2125,0,,,,,,,,,,,,817,0,,,,,,,,,,,,,
491,蟒蛇攻击26,1,0,100,2125,0,,,,,,,,,,,,818,0,,,,,,,,,,,,,
492,蟒蛇攻击27,1,0,100,2125,0,,,,,,,,,,,,819,0,,,,,,,,,,,,,
493,蟒蛇攻击28,1,0,100,2125,0,,,,,,,,,,,,820,0,,,,,,,,,,,,,
494,蟒蛇攻击29,1,0,100,2125,0,,,,,,,,,,,,821,0,,,,,,,,,,,,,
495,蟒蛇攻击30,1,0,100,2126,0,,,,,,,,,,,,822,0,,,,,,,,,,,,,
496,蟒蛇攻击31,1,0,100,2126,0,,,,,,,,,,,,823,0,,,,,,,,,,,,,
497,蟒蛇攻击32,1,0,100,2126,0,,,,,,,,,,,,824,0,,,,,,,,,,,,,
498,蟒蛇攻击33,1,0,100,2126,0,,,,,,,,,,,,825,0,,,,,,,,,,,,,
499,蟒蛇攻击34,1,0,100,2126,0,,,,,,,,,,,,826,0,,,,,,,,,,,,,
500,蟒蛇攻击35,1,0,100,2126,0,,,,,,,,,,,,827,0,,,,,,,,,,,,,
501,大破保护,0,-1,100,0,0,,,,,,,50,0,30,,,,,,,,,,,,,,,,,
502,蟒蛇攻击37,1,0,100,2126,0,,,,,,,,,,,,829,0,,,,,,,,,,,,,
503,标准BOSS特写演出,,,,554|553,92|49,,BT_BOSS_skill,39,3(GAGER;제누와즈;FLASHBANG;M16A1)|7(redshine)|7(redshine),90|92|64,,,,,,,,,,,,,,,,,,,,,
504,蟒蛇攻击39,1,0,100,2126,0,,,,,,,,,,,,831,0,,,,,,,,,,,,,
505,蟒蛇攻击40,1,0,100,2127,0,,,,,,,,,,,,832,0,,,,,,,,,,,,,
506,蟒蛇攻击41,1,0,100,2127,0,,,,,,,,,,,,833,0,,,,,,,,,,,,,
507,蟒蛇攻击42,1,0,100,2127,0,,,,,,,,,,,,834,0,,,,,,,,,,,,,
508,蟒蛇攻击43,1,0,100,2127,0,,,,,,,,,,,,835,0,,,,,,,,,,,,,
509,蟒蛇攻击44,1,0,100,2127,0,,,,,,,,,,,,836,0,,,,,,,,,,,,,
510,蟒蛇攻击45,1,0,100,2127,0,,,,,,,,,,,,837,0,,,,,,,,,,,,,
511,蟒蛇攻击46,1,0,100,2127,0,,,,,,,,,,,,838,0,,,,,,,,,,,,,
512,蟒蛇攻击47,1,0,100,2127,0,,,,,,,,,,,,839,0,,,,,,,,,,,,,
513,蟒蛇攻击48,1,0,100,2127,0,,,,,,,,,,,,840,0,,,,,,,,,,,,,
514,蟒蛇攻击49,1,0,100,2127,0,,,,,,,,,,,,841,0,,,,,,,,,,,,,
515,蟒蛇攻击50,1,0,100,2128,0,,,,,,,,,,,,842,0,,,,,,,,,,,,,
516,蟒蛇攻击51,1,0,100,2128,0,,,,,,,,,,,,843,0,,,,,,,,,,,,,
517,蟒蛇攻击52,1,0,100,2128,0,,,,,,,,,,,,844,0,,,,,,,,,,,,,
518,蟒蛇攻击53,1,0,100,2128,0,,,,,,,,,,,,845,0,,,,,,,,,,,,,
519,蟒蛇攻击54,1,0,100,2128,0,,,,,,,,,,,,846,0,,,,,,,,,,,,,
520,蟒蛇攻击55,1,0,100,2128,0,,,,,,,,,,,,847,0,,,,,,,,,,,,,
521,蟒蛇攻击56,1,0,100,2128,0,,,,,,,,,,,,848,0,,,,,,,,,,,,,
522,蟒蛇攻击57,1,0,100,2128,0,,,,,,,,,,,,849,0,,,,,,,,,,,,,
523,蟒蛇攻击58,1,0,100,2128,0,,,,,,,,,,,,850,0,,,,,,,,,,,,,
524,蟒蛇攻击59,1,0,100,2128,0,,,,,,,,,,,,851,0,,,,,,,,,,,,,
525,蟒蛇攻击60,1,0,100,2129,0,,,,,,,,,,,,852,0,,,,,,,,,,,,,
526,蟒蛇攻击61,1,0,100,2129,0,,,,,,,,,,,,853,0,,,,,,,,,,,,,
527,蟒蛇攻击62,1,0,100,2129,0,,,,,,,,,,,,854,0,,,,,,,,,,,,,
528,蟒蛇攻击63,1,0,100,2129,0,,,,,,,,,,,,855,0,,,,,,,,,,,,,
529,蟒蛇攻击64,1,0,100,2129,0,,,,,,,,,,,,856,0,,,,,,,,,,,,,
530,蟒蛇攻击65,1,0,100,2129,0,,,,,,,,,,,,857,0,,,,,,,,,,,,,
531,蟒蛇攻击66,1,0,100,2129,0,,,,,,,,,,,,858,0,,,,,,,,,,,,,
532,蟒蛇攻击67,1,0,100,2129,0,,,,,,,,,,,,859,0,,,,,,,,,,,,,
533,蟒蛇攻击68,1,0,100,2129,0,,,,,,,,,,,,860,0,,,,,,,,,,,,,
534,蟒蛇攻击69,1,0,100,2129,0,,,,,,,,,,,,861,0,,,,,,,,,,,,,
535,蟒蛇攻击36,1,0,100,2126,0,,,,,,,,,,,,828,0,,,,,,,,,,,,,
536,蟒蛇攻击38,1,0,100,2126,0,,,,,,,,,,,,830,0,,,,,,,,,,,,,
537,僵尸boss检测身前,,,,2133,0,,,,,,,,,,,,,,,,,,,,,,,,,,
538,僵尸boss前进aoe1,skillactive1,0,50,2135|2136|2162,62|62|0,,BT_zombie_step,59,2(shakesrc),55,24,,,,404|405,52|24,,,,,,,,,,,,,,,
539,僵尸boss瘟疫光环,,,,2137|2138|2139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
540,僵尸boss召唤小僵尸1,skill,0,100,2144|2150|2157|2158,0|4|1|11,,BT_zombie_roar|BT_zombie_roar|BT_zombie_roar,0|0|0,,,,,,,,,,,,,,,,,,,,,,,
541,僵尸boss召唤小僵尸2,skill,0,100,2144|2150|2159|2160|2161,0|4|1|11|21,,BT_zombie_roar|BT_zombie_roar|BT_zombie_roar,0|0|0,,,,,,,,,,,,,,,,,,,,,,,
542,僵尸boss普攻,attack,0,100,2140|2140|2152|2153,20|27|20|27,,BT_zombie_atk,20|27,,,,,,,,,,,,,,,,,,,,,,,
543,僵尸boss前进aoe2,skillactive2,0,50,2151|2136,62|62,,BT_zombie_step,59,2(shakesrc),53,24,,,,405|406,24|52,,,,,,,,,,,,,,,
544,僵尸boss僵直,skill2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,僵尸boss吃小僵尸,,,,2143|2148,0|0,,BT_zombie_hit,0,,,,,,,,,,,,,,,,,,,,,,,
546,僵尸待机,wait,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,巴雷特狙击,1,30,100,2163,30,,BT_Sniper_skill_0,10,,,,,,,,,,,,,,,,,,,,,,,
548,重型兵技能,attack2,50,100,2164|2164|2164|2164|2164|2164|2164|2164,5|8|11|14|17|20|23|26,,,,,,,,,,,,,,,,,,,,,,,,,,
549,烟花表现,,,,2184,0,,,,,,,,,,,,,,,,,,,,,,,,,,
550,入场烟花,,,,2185|2186|2187|2188|2189|2190|2191|2192|2193|2185|2186|2187|2188|2189|2190|2191|2192|2193,0|0|0|18|18|18|36|36|36|56|58|60|62|64|66|68|70|72,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Px4Storm影响格,,,,2196,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
552,K11榴弹,s,0,100,2201,31,,BT_fire_grenade,31,,,,,,,,,,,,,,,,,,,,,,,
553,K11额外伤害,,,,2203,0,,,,,,,,,,,,,,,,,,,,,,,,,,
554,88式重机枪判定,,,,2204|2205|2206|2207|2208|2209|2210|2211,0|0|0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
555,88式切换成重机枪,attack2,0,100,5|21|139|139|9|9|9|9|21|21|21|21|21,0|0|0|5|2|4|6|8|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
556,新ITOW普通攻击,2,0,100,2212|2131,0|0,,BT_squad_bazooka,0,,,,,,,,,,,,,,,,,,,,,,,
557,新ITOW主技能,2,0,100,2213|2064|2131|5790,0|0|0|0,,BT_squad_bazooka,0,,,,,,,,,,,,,,,,,,,,,,,
1000,判定线,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,OblivioN小节1-8,,,,987|987|987|985|987|988|988|988|988|986|987|986|985|986|986|986|986|987|988|987|986|985|985|985|987|988|986|986|986|988|987|986|986|987|988|985|986,0|12|25|38|38|51|63|76|89|102|114|127|140|153|165|178|191|204|216|229|242|255|267|280|280|293|306|318|331|344|350|357|369|382|388|395|401,,,,,,,,,,,,,,,,,,,,,,BGM_Empty|DJMAX_OBLIVION,0|2,,,
1002,OblivioN小节9-16,,,,987|985|987|987|985|987|986|987|988|986|985|988|987|985|987|987|985|987|986|987|988|986|985|988|986|986|988|986|985|988|987|986|986|988|986|987|985|988|987|986|987|987|986|987|985|986|988|986|988|986|988|986|988,0|12|12|25|38|38|51|63|63|76|89|89|102|114|114|127|140|140|153|165|165|178|191|191|204|216|216|229|242|242|248|255|267|267|280|280|293|293|306|318|318|331|344|344|350|357|357|369|369|382|382|395|395,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,OblivioN小节17-20,,,,985|987|986|988|986|987|985|986|987|988|985|987|986|988|986|987|985|986|987|988|985|987|986|988|986|987|985|986|987|988|985|987|986|988|986|987|985|986|987|988,0|6|12|15|22|25|31|38|41|47|51|57|63|66|73|76|82|89|92|98|102|108|114|117|124|127|133|140|143|149|153|159|165|168|175|178|184|191|194|200,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,OblivioN小节21-25,,,,985|986|988|986|985|987|988|986|987|988|985|986|988|986|985|987|985|986|987|988|985|988|986|987|985|988|986|987|986|985|987|986|987|986|988|986|988|986|987|986|987|986|987|985|988|985|986|987,0|6|12|15|22|25|31|38|41|47|51|57|63|66|73|76|82|89|92|98|102|108|114|117|124|127|133|140|143|149|153|156|159|162|165|168|172|175|178|191|194|197|200|204|204|235|242|248,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,OblivioN小节26-30,,,,985|988|987|986|987|985|985|987|986|987|985|987|986|987|988|988|986|987|985|988|987|985|988|987|985|988|986|985|988|986|985|987|985|988|986|987|985|985|988|986|987,0|0|6|12|15|22|28|31|38|44|51|57|63|66|73|79|82|89|95|102|111|121|127|137|146|153|162|172|178|184|191|197|204|210|216|219|226|232|235|242|248,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,OblivioN小节31-35,,,,985|988|986|987|988|988|986|987|985|988|987|985|988|987|985|988|987|985|988|985|986|987|985|988|987|986|987|985|985|987|986|987|985|988|986|987|988|988|986|985|986,0|6|12|15|22|28|31|38|44|51|60|70|76|86|95|102|111|121|127|133|140|146|153|153|159|165|168|175|181|184|191|197|204|210|216|219|226|232|235|242|248,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,OblivioN小节36-41,,,,985|987|986|987|985|985|987|986|987|985|988|986|987|988|988|986|987|988|985|987|988|987|986|986|985|988|985|987|986|986|985|988|985|985|988|988|986|986|987|985|986,0|6|12|15|22|28|31|38|44|51|57|63|66|73|79|82|89|95|102|102|108|114|121|127|140|140|153|159|165|172|178|191|191|197|204|216|216|229|242|248|255|255|264|267|274|280|280|290|293|299,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,OblivioN小节42-51,,,,987|985|987|987|985|986|987|988|985|988|988|985|988|987|986|988|986|985|987|988|985|988|988|985|988|987|986|988|987|985|988|986|986|988|986|987|985|988|987|985|987|987|987|988|986|985|985|988|985|987|988|985|986|985|988|986|988|988|986|988|987|986|988|987|985|987,0|12|12|25|38|38|38|51|63|63|76|89|89|102|114|114|127|140|140|153|165|165|178|191|191|204|216|216|229|242|242|255|267|267|280|280|293|293|306|318|318|331|344|344|350|357|369|369|382|382|388|395|401|408|408|420|420|433|446|446|459|471|471|484|497|497,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,OblivioN小节52-61,,,,986|986|988|986|986|988|987|986|988|987|985|986|988|986|988|988|986|988|985|986|986|988|986|987|985|988|985|987|985|987|985|987|985|987|985|987|985|987|986|985|986|988|986|986|986|988|988|986|988|986|987|986|985|986|987|985|986|987|988|985|987|987|987|988|987|986|987|988|986|987|988|987|985|986,0|12|12|25|38|38|51|63|63|76|89|89|102|114|114|127|140|140|146|153|165|165|178|178|191|191|204|204|210|210|216|216|223|223|229|229|235|235|242|248|255|255|267|280|293|293|299|306|306|325|331|337|344|350|357|369|372|376|379|382|382|408|427|433|439|446|452|459|471|474|478|481|484|484,,,,,,,,,,,,,,,,,,,,,,,,,,
