identity,type,count,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,title,content,type_sort,sort,icon_code,prize_id,mission_id,condition,commander_title,unlock_function
782,get_uniform_num,30,100,0,0,0,0,0,100,0,,,,,achievement-10000782,achievement-20000782,13,251,解锁N件装扮,0,,,achievement-30000782,20
783,get_uniform_num,50,200,0,0,0,0,0,150,0,,,,,achievement-10000783,achievement-20000783,13,251,解锁N件装扮,0,,,achievement-30000783,20
784,get_uniform_num,80,500,0,0,0,0,0,200,0,,,,,achievement-10000784,achievement-20000784,13,251,解锁N件装扮,0,,,achievement-30000784,20
785,get_uniform_num,120,1000,0,0,0,0,0,300,0,,,,,achievement-10000785,achievement-20000785,13,251,解锁N件装扮,0,,,achievement-30000785,20
786,get_uniform_num,150,2000,0,0,0,0,0,400,0,,,,,achievement-10000786,achievement-20000786,13,251,解锁N件装扮,0,,,achievement-30000786,20
787,get_uniform_num,180,3000,0,0,0,0,0,500,0,,,,,achievement-10000787,achievement-20000787,13,251,解锁N件装扮,0,,,achievement-30000787,20
788,get_uniform_class_num,1,30,0,0,0,0,0,0,0,,,,,achievement-10000788,achievement-20000788,13,252,解锁N件装扮,0,,,achievement-30000788,20
789,get_uniform_class_num,3,60,0,0,0,0,0,0,0,601-1,,,,achievement-10000789,achievement-20000789,13,252,解锁N件装扮,0,,,achievement-30000789,20
790,get_uniform_class_num,5,100,0,0,0,0,0,0,0,601-2,,,,achievement-10000790,achievement-20000790,13,252,解锁N件装扮,0,,,achievement-30000790,20
791,get_uniform_class_num,8,200,0,0,0,0,0,0,0,601-3,,,,achievement-10000791,achievement-20000791,13,252,解锁N件装扮,0,,,achievement-30000791,20
792,get_uniform_class_num,12,500,0,0,0,0,0,0,0,602-1,,,,achievement-10000792,achievement-20000792,13,252,解锁N件装扮,0,,,achievement-30000792,20
793,get_uniform_class_num,20,1000,0,0,0,0,0,0,0,602-2,,,,achievement-10000793,achievement-20000793,13,252,解锁N件装扮,0,,,achievement-30000793,20
794,get_uniform_class_num,30,2000,0,0,0,0,0,0,0,602-3,,,,achievement-10000794,achievement-20000794,13,252,解锁N件装扮,0,,,achievement-30000794,20
795,uniform_get_color,1,30,0,0,0,0,0,0,0,,,,,achievement-10000795,achievement-20000795,13,253,染料,0,,,achievement-30000795,20
796,uniform_get_color,20,60,0,0,0,0,0,0,0,601-1,,,,achievement-10000796,achievement-20000796,13,253,染料,0,,,achievement-30000796,20
797,uniform_get_color,50,100,0,0,0,0,0,0,0,601-2,,,,achievement-10000797,achievement-20000797,13,253,染料,0,,,achievement-30000797,20
798,uniform_get_color,100,200,0,0,0,0,0,0,0,601-3,,,,achievement-10000798,achievement-20000798,13,253,染料,0,,,achievement-30000798,20
799,uniform_get_color,200,500,0,0,0,0,0,0,0,601-4,,,,achievement-10000799,achievement-20000799,13,253,染料,0,,,achievement-30000799,20
800,uniform_get_color,400,1000,0,0,0,0,0,0,0,602-1,,,,achievement-10000800,achievement-20000800,13,253,染料,0,,,achievement-30000800,20
801,uniform_get_color,800,2000,0,0,0,0,0,0,0,602-2,,,,achievement-10000801,achievement-20000801,13,253,染料,0,,,achievement-30000801,20
802,uniform_get_color,1200,3000,0,0,0,0,0,0,0,602-3,,,,achievement-10000802,achievement-20000802,13,253,染料,0,,,achievement-30000802,20
803,c_mission_win_no_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000803,achievement-20000803,100,1018,完美潜入,0,,10312|10350,achievement-30000803,0
804,hostage_die,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000804,achievement-20000804,100,1019,人质死亡,0,10392,,achievement-30000804,0
805,sangvis_daily_retrieval,5,0,0,0,0,0,0,0,0,,,,,achievement-10000805,achievement-20000805,15,271,免费捕获,640,,,achievement-30000805,21
806,sangvis_daily_retrieval,20,60,0,0,0,0,0,0,0,10604-2,,,,achievement-10000806,achievement-20000806,15,271,免费捕获,0,,,achievement-30000806,21
807,sangvis_daily_retrieval,50,100,0,0,0,0,0,0,0,10604-3,,,,achievement-10000807,achievement-20000807,15,271,免费捕获,0,,,achievement-30000807,21
808,sangvis_daily_retrieval,100,200,0,0,0,0,0,0,0,10604-4,,,,achievement-10000808,achievement-20000808,15,271,免费捕获,0,,,achievement-30000808,21
809,sangvis_daily_retrieval,200,500,0,0,0,0,0,0,0,10604-5,,,,achievement-10000809,achievement-20000809,15,271,免费捕获,0,,,achievement-30000809,21
810,sangvis_daily_retrieval,400,1000,0,0,0,0,0,0,0,10604-6,,,,achievement-10000810,achievement-20000810,15,271,免费捕获,0,,,achievement-30000810,21
811,sangvis_daily_retrieval,800,2000,0,0,0,0,0,0,0,10604-7,,,,achievement-10000811,achievement-20000811,15,271,免费捕获,0,,,achievement-30000811,21
812,sangvis_daily_retrieval,1500,3000,0,0,0,0,0,0,0,10604-8,,,,achievement-10000812,achievement-20000812,15,271,免费捕获,0,,,achievement-30000812,21
813,sangvis_daily_retrieval,3000,4000,0,0,0,0,0,0,0,10604-9,,,,achievement-10000813,achievement-20000813,15,271,免费捕获,0,,,achievement-30000813,21
814,sangvis_daily_retrieval,5000,5000,0,0,0,0,0,0,0,10604-10,,,,achievement-10000814,achievement-20000814,15,271,免费捕获,0,,,achievement-30000814,21
815,sangvis_aided_retrieval,5,30,0,0,0,0,0,0,0,605-1,,,,achievement-10000815,achievement-20000815,15,272,付费捕获,0,,,achievement-30000815,21
816,sangvis_aided_retrieval,20,60,0,0,0,0,0,0,0,605-1,,,,achievement-10000816,achievement-20000816,15,272,付费捕获,0,,,achievement-30000816,21
817,sangvis_aided_retrieval,50,100,0,0,0,0,0,0,0,605-1,,,,achievement-10000817,achievement-20000817,15,272,付费捕获,0,,,achievement-30000817,21
818,sangvis_aided_retrieval,100,200,0,0,0,0,0,0,0,605-2,,,,achievement-10000818,achievement-20000818,15,272,付费捕获,0,,,achievement-30000818,21
819,sangvis_aided_retrieval,500,500,0,0,0,0,0,0,0,605-2,,,,achievement-10000819,achievement-20000819,15,272,付费捕获,0,,,achievement-30000819,21
820,sangvis_aided_retrieval,1000,1000,0,0,0,0,0,0,0,605-2,,,,achievement-10000820,achievement-20000820,15,272,付费捕获,0,,,achievement-30000820,21
821,sangvis_aided_retrieval,2000,2000,0,0,0,0,0,0,0,605-2,,,,achievement-10000821,achievement-20000821,15,272,付费捕获,0,,,achievement-30000821,21
822,sangvis_aided_retrieval,4000,3000,0,0,0,0,0,0,0,605-3,,,,achievement-10000822,achievement-20000822,15,272,付费捕获,0,,,achievement-30000822,21
823,sangvis_aided_retrieval,6000,4000,0,0,0,0,0,0,0,605-3,,,,achievement-10000823,achievement-20000823,15,272,付费捕获,0,,,achievement-30000823,21
824,sangvis_aided_retrieval,10000,5000,0,0,0,0,0,0,0,605-3,,,,achievement-10000824,achievement-20000824,15,272,付费捕获,0,,,achievement-30000824,21
825,sangvis_diffrolenum_enemy,10,30,30,30,30,30,0,0,0,,,,,achievement-10000825,achievement-20000825,15,273,图鉴解锁敌人,0,,,achievement-30000825,0
826,sangvis_diffrolenum_enemy,20,60,50,50,50,50,0,10,0,,,,,achievement-10000826,achievement-20000826,15,273,图鉴解锁敌人,0,,,achievement-30000826,0
827,sangvis_diffrolenum_enemy,30,100,100,100,100,100,0,30,0,,,,,achievement-10000827,achievement-20000827,15,273,图鉴解锁敌人,0,,,achievement-30000827,0
828,sangvis_diffrolenum_enemy,40,200,200,200,200,200,0,50,0,,,,,achievement-10000828,achievement-20000828,15,273,图鉴解锁敌人,0,,,achievement-30000828,0
829,sangvis_diffrolenum_enemy,50,500,500,500,500,500,0,100,0,,,,,achievement-10000829,achievement-20000829,15,273,图鉴解锁敌人,0,,,achievement-30000829,0
830,sangvis_diffrolenum_enemy,60,1000,1000,1000,1000,1000,0,200,0,,,,,achievement-10000830,achievement-20000830,15,273,图鉴解锁敌人,0,,,achievement-30000830,0
831,sangvis_diffrolenum_enemy,70,2000,1500,1500,1500,1500,0,250,0,,,,,achievement-10000831,achievement-20000831,15,273,图鉴解锁敌人,0,,,achievement-30000831,0
832,sangvis_diffrolenum_captured,10,30,30,30,30,30,0,0,0,,,,,achievement-10000832,achievement-20000832,15,274,图鉴解锁捕获,0,,,achievement-30000832,21
833,sangvis_diffrolenum_captured,20,60,50,50,50,50,0,10,0,,,,,achievement-10000833,achievement-20000833,15,274,图鉴解锁捕获,0,,,achievement-30000833,21
834,sangvis_diffrolenum_captured,30,100,100,100,100,100,0,30,0,,,,,achievement-10000834,achievement-20000834,15,274,图鉴解锁捕获,0,,,achievement-30000834,21
835,sangvis_diffrolenum_captured,40,200,200,200,200,200,0,50,0,,,,,achievement-10000835,achievement-20000835,15,274,图鉴解锁捕获,0,,,achievement-30000835,21
836,sangvis_diffrolenum_captured,50,500,500,500,500,500,0,100,0,,,,,achievement-10000836,achievement-20000836,15,274,图鉴解锁捕获,0,,,achievement-30000836,21
837,sangvis_diffrolenum_captured,60,1000,1000,1000,1000,1000,0,200,0,,,,,achievement-10000837,achievement-20000837,15,274,图鉴解锁捕获,0,,,achievement-30000837,21
838,sangvis_diffrolenum_captured,70,2000,1500,1500,1500,1500,0,250,0,,,,,achievement-10000838,achievement-20000838,15,274,图鉴解锁捕获,0,,,achievement-30000838,21
839,sangvis_specialnum_max,1,30,30,30,30,10,0,0,0,606-5,,,,achievement-10000839,achievement-20000839,15,275,最大体型,0,,,achievement-30000839,21
840,sangvis_specialnum_max,10,60,60,60,60,20,0,0,0,606-5,,,,achievement-10000840,achievement-20000840,15,275,最大体型,0,,,achievement-30000840,21
841,sangvis_specialnum_max,20,100,100,100,100,30,0,0,0,606-10,,,,achievement-10000841,achievement-20000841,15,275,最大体型,0,,,achievement-30000841,21
842,sangvis_specialnum_max,30,200,200,200,200,60,0,0,0,606-10,,,,achievement-10000842,achievement-20000842,15,275,最大体型,0,,,achievement-30000842,21
843,sangvis_specialnum_max,40,500,500,500,500,200,0,0,0,606-15,,,,achievement-10000843,achievement-20000843,15,275,最大体型,0,,,achievement-30000843,21
844,sangvis_specialnum_max,50,1000,1000,1000,1000,300,0,0,0,606-20,,,,achievement-10000844,achievement-20000844,15,275,最大体型,0,,,achievement-30000844,21
845,sangvis_specialnum_max,60,2000,2000,2000,2000,600,0,0,0,606-25,,,,achievement-10000845,achievement-20000845,15,275,最大体型,0,,,achievement-30000845,21
846,sangvis_specialnum_max,80,3000,3000,3000,3000,1000,0,0,0,606-30,,,,achievement-10000846,achievement-20000846,15,275,最大体型,0,,,achievement-30000846,21
847,sangvis_specialnum_max,100,4000,4000,4000,4000,1300,0,0,0,606-35,,,,achievement-10000847,achievement-20000847,15,275,最大体型,0,,,achievement-30000847,21
848,sangvis_specialnum_max,120,5000,5000,5000,5000,1600,0,0,0,606-40,,,,achievement-10000848,achievement-20000848,15,275,最大体型,0,,,achievement-30000848,21
849,sangvis_specialnum_min,1,30,30,30,30,10,0,0,0,606-5,,,,achievement-10000849,achievement-20000849,15,276,最小体型,0,,,achievement-30000849,21
850,sangvis_specialnum_min,10,60,60,60,60,20,0,0,0,606-5,,,,achievement-10000850,achievement-20000850,15,276,最小体型,0,,,achievement-30000850,21
851,sangvis_specialnum_min,20,100,100,100,100,30,0,0,0,606-10,,,,achievement-10000851,achievement-20000851,15,276,最小体型,0,,,achievement-30000851,21
852,sangvis_specialnum_min,30,200,200,200,200,60,0,0,0,606-10,,,,achievement-10000852,achievement-20000852,15,276,最小体型,0,,,achievement-30000852,21
853,sangvis_specialnum_min,40,500,500,500,500,200,0,0,0,606-15,,,,achievement-10000853,achievement-20000853,15,276,最小体型,0,,,achievement-30000853,21
854,sangvis_specialnum_min,50,1000,1000,1000,1000,300,0,0,0,606-20,,,,achievement-10000854,achievement-20000854,15,276,最小体型,0,,,achievement-30000854,21
855,sangvis_specialnum_min,60,2000,2000,2000,2000,600,0,0,0,606-25,,,,achievement-10000855,achievement-20000855,15,276,最小体型,0,,,achievement-30000855,21
856,sangvis_specialnum_min,80,3000,3000,3000,3000,1000,0,0,0,606-30,,,,achievement-10000856,achievement-20000856,15,276,最小体型,0,,,achievement-30000856,21
857,sangvis_specialnum_min,100,4000,4000,4000,4000,1300,0,0,0,606-35,,,,achievement-10000857,achievement-20000857,15,276,最小体型,0,,,achievement-30000857,21
858,sangvis_specialnum_min,120,5000,5000,5000,5000,1600,0,0,0,606-40,,,,achievement-10000858,achievement-20000858,15,276,最小体型,0,,,achievement-30000858,21
859,sangvis_level_max,1,30,0,0,0,0,0,0,0,,,,400001-10,achievement-10000859,achievement-20000859,15,277,单位满级,0,,,achievement-30000859,21
860,sangvis_level_max,10,60,0,0,0,0,0,0,0,,,,400001-20,achievement-10000860,achievement-20000860,15,277,单位满级,0,,,achievement-30000860,21
861,sangvis_level_max,20,100,0,0,0,0,0,0,0,,,,400001-30,achievement-10000861,achievement-20000861,15,277,单位满级,0,,,achievement-30000861,21
862,sangvis_level_max,30,200,0,0,0,0,0,0,0,,,,400001-50,achievement-10000862,achievement-20000862,15,277,单位满级,0,,,achievement-30000862,21
863,sangvis_level_max,40,500,0,0,0,0,0,0,0,,,,400001-80,achievement-10000863,achievement-20000863,15,277,单位满级,0,,,achievement-30000863,21
864,sangvis_level_max,50,1000,0,0,0,0,0,0,0,,,,400001-100,achievement-10000864,achievement-20000864,15,277,单位满级,0,,,achievement-30000864,21
865,sangvis_level_max,60,2000,0,0,0,0,0,0,0,,,,400001-150,achievement-10000865,achievement-20000865,15,277,单位满级,0,,,achievement-30000865,21
866,sangvis_level_max,80,3000,0,0,0,0,0,0,0,,,,400001-200,achievement-10000866,achievement-20000866,15,277,单位满级,0,,,achievement-30000866,21
867,sangvis_level_max,100,4000,0,0,0,0,0,0,0,,,,400001-250,achievement-10000867,achievement-20000867,15,277,单位满级,0,,,achievement-30000867,21
868,sangvis_level_max,120,5000,0,0,0,0,0,0,0,,,,400001-300,achievement-10000868,achievement-20000868,15,277,单位满级,0,,,achievement-30000868,21
869,sangvis_advance_max,1,30,0,0,0,0,0,0,0,514-10,,,,achievement-10000869,achievement-20000869,15,278,单位满星,0,,,achievement-30000869,21
870,sangvis_advance_max,10,60,0,0,0,0,0,0,0,514-20,,,,achievement-10000870,achievement-20000870,15,278,单位满星,0,,,achievement-30000870,21
871,sangvis_advance_max,20,100,0,0,0,0,0,0,0,514-30,,,,achievement-10000871,achievement-20000871,15,278,单位满星,0,,,achievement-30000871,21
872,sangvis_advance_max,30,200,0,0,0,0,0,0,0,514-50,,,,achievement-10000872,achievement-20000872,15,278,单位满星,0,,,achievement-30000872,21
873,sangvis_advance_max,40,500,0,0,0,0,0,0,0,514-80,,,,achievement-10000873,achievement-20000873,15,278,单位满星,0,,,achievement-30000873,21
874,sangvis_advance_max,50,1000,0,0,0,0,0,0,0,514-100,,,,achievement-10000874,achievement-20000874,15,278,单位满星,0,,,achievement-30000874,21
875,sangvis_advance_max,60,2000,0,0,0,0,0,0,0,514-150,,,,achievement-10000875,achievement-20000875,15,278,单位满星,0,,,achievement-30000875,21
876,sangvis_advance_max,80,3000,0,0,0,0,0,0,0,514-200,,,,achievement-10000876,achievement-20000876,15,278,单位满星,0,,,achievement-30000876,21
877,sangvis_advance_max,100,4000,0,0,0,0,0,0,0,514-250,,,,achievement-10000877,achievement-20000877,15,278,单位满星,0,,,achievement-30000877,21
878,sangvis_advance_max,120,5000,0,0,0,0,0,0,0,514-300,,,,achievement-10000878,achievement-20000878,15,278,单位满星,0,,,achievement-30000878,21
879,sangvis_resolution,1,30,0,0,0,0,0,0,0,10604-1,,,,achievement-10000879,achievement-20000879,15,279,解析度,0,,,achievement-30000879,21
880,sangvis_resolution,5,60,0,0,0,0,0,0,0,10604-2,,,,achievement-10000880,achievement-20000880,15,279,解析度,0,,,achievement-30000880,21
881,sangvis_resolution,10,100,0,0,0,0,0,0,0,10604-3,,,,achievement-10000881,achievement-20000881,15,279,解析度,0,,,achievement-30000881,21
882,sangvis_resolution,30,200,0,0,0,0,0,0,0,10604-4,,,,achievement-10000882,achievement-20000882,15,279,解析度,0,,,achievement-30000882,21
883,sangvis_resolution,60,500,0,0,0,0,0,0,0,10604-5,,,,achievement-10000883,achievement-20000883,15,279,解析度,0,,,achievement-30000883,21
884,sangvis_resolution,100,1000,0,0,0,0,0,0,0,10604-6,,,,achievement-10000884,achievement-20000884,15,279,解析度,0,,,achievement-30000884,21
885,sangvis_resolution,200,2000,0,0,0,0,0,0,0,10604-7,,,,achievement-10000885,achievement-20000885,15,279,解析度,0,,,achievement-30000885,21
886,sangvis_resolution,300,3000,0,0,0,0,0,0,0,10604-8,,,,achievement-10000886,achievement-20000886,15,279,解析度,0,,,achievement-30000886,21
887,sangvis_resolution,400,4000,0,0,0,0,0,0,0,10604-9,,,,achievement-10000887,achievement-20000887,15,279,解析度,0,,,achievement-30000887,21
888,sangvis_resolution,500,5000,0,0,0,0,0,0,0,10604-10,,,,achievement-10000888,achievement-20000888,15,279,解析度,0,,,achievement-30000888,21
889,sangvis_transport,1,30,0,0,0,0,0,0,0,606-5,,,,achievement-10000889,achievement-20000889,15,280,数据交换,0,,,achievement-30000889,21
890,sangvis_transport,10,60,0,0,0,0,0,0,0,606-5,,,,achievement-10000890,achievement-20000890,15,280,数据交换,0,,,achievement-30000890,21
891,sangvis_transport,20,100,0,0,0,0,0,0,0,606-10,,,,achievement-10000891,achievement-20000891,15,280,数据交换,0,,,achievement-30000891,21
892,sangvis_transport,30,200,0,0,0,0,0,0,0,606-10,,,,achievement-10000892,achievement-20000892,15,280,数据交换,0,,,achievement-30000892,21
893,sangvis_transport,40,500,0,0,0,0,0,0,0,606-15,,,,achievement-10000893,achievement-20000893,15,280,数据交换,0,,,achievement-30000893,21
894,sangvis_transport,50,1000,0,0,0,0,0,0,0,606-20,,,,achievement-10000894,achievement-20000894,15,280,数据交换,0,,,achievement-30000894,21
895,sangvis_transport,60,2000,0,0,0,0,0,0,0,606-25,,,,achievement-10000895,achievement-20000895,15,280,数据交换,0,,,achievement-30000895,21
896,sangvis_transport,80,3000,0,0,0,0,0,0,0,606-30,,,,achievement-10000896,achievement-20000896,15,280,数据交换,0,,,achievement-30000896,21
897,sangvis_transport,100,4000,0,0,0,0,0,0,0,606-35,,,,achievement-10000897,achievement-20000897,15,280,数据交换,0,,,achievement-30000897,21
898,sangvis_transport,120,5000,0,0,0,0,0,0,0,606-40,,,,achievement-10000898,achievement-20000898,15,280,数据交换,0,,,achievement-30000898,21
899,sangvis_disassemble,1,30,0,0,0,0,0,0,0,10604-1,,,,achievement-10000899,achievement-20000899,15,281,融合势力拆解,0,,,achievement-30000899,21
900,sangvis_disassemble,10,60,0,0,0,0,0,0,0,10604-2,,,,achievement-10000900,achievement-20000900,15,281,融合势力拆解,0,,,achievement-30000900,21
901,sangvis_disassemble,100,100,0,0,0,0,0,0,0,10604-3,,,,achievement-10000901,achievement-20000901,15,281,融合势力拆解,0,,,achievement-30000901,21
902,sangvis_disassemble,500,200,0,0,0,0,0,0,0,10604-4,,,,achievement-10000902,achievement-20000902,15,281,融合势力拆解,0,,,achievement-30000902,21
903,sangvis_disassemble,1000,500,0,0,0,0,0,0,0,10604-5,,,,achievement-10000903,achievement-20000903,15,281,融合势力拆解,0,,,achievement-30000903,21
904,sangvis_disassemble,5000,1000,0,0,0,0,0,0,0,10604-6,,,,achievement-10000904,achievement-20000904,15,281,融合势力拆解,0,,,achievement-30000904,21
905,sangvis_disassemble,10000,2000,0,0,0,0,0,0,0,10604-7,,,,achievement-10000905,achievement-20000905,15,281,融合势力拆解,0,,,achievement-30000905,21
906,sangvis_disassemble,20000,3000,0,0,0,0,0,0,0,10604-8,,,,achievement-10000906,achievement-20000906,15,281,融合势力拆解,0,,,achievement-30000906,21
907,sangvis_disassemble,50000,4000,0,0,0,0,0,0,0,10604-9,,,,achievement-10000907,achievement-20000907,15,281,融合势力拆解,0,,,achievement-30000907,21
908,sangvis_disassemble,100000,5000,0,0,0,0,0,0,0,10604-10,,,,achievement-10000908,achievement-20000908,15,281,融合势力拆解,0,,,achievement-30000908,21
909,sangvis_skillpractic,1,30,0,0,0,0,0,0,0,515-100|516-80,,,,achievement-10000909,achievement-20000909,15,282,融合势力技能训练,0,,,achievement-30000909,21
910,sangvis_skillpractic,10,60,0,0,0,0,0,0,0,515-150|516-100,,,,achievement-10000910,achievement-20000910,15,282,融合势力技能训练,0,,,achievement-30000910,21
911,sangvis_skillpractic,50,100,0,0,0,0,0,0,0,515-200|516-150,,,,achievement-10000911,achievement-20000911,15,282,融合势力技能训练,0,,,achievement-30000911,21
912,sangvis_skillpractic,100,200,0,0,0,0,0,0,0,515-220|516-180,,,,achievement-10000912,achievement-20000912,15,282,融合势力技能训练,0,,,achievement-30000912,21
913,sangvis_skillpractic,500,500,0,0,0,0,0,0,0,515-260|516-220,,,,achievement-10000913,achievement-20000913,15,282,融合势力技能训练,0,,,achievement-30000913,21
914,sangvis_skillpractic,1000,1000,0,0,0,0,0,0,0,515-300|516-250,,,,achievement-10000914,achievement-20000914,15,282,融合势力技能训练,0,,,achievement-30000914,21
915,sangvis_skillpractic,2000,2000,0,0,0,0,0,0,0,515-350|516-300,,,,achievement-10000915,achievement-20000915,15,282,融合势力技能训练,0,,,achievement-30000915,21
916,sangvis_skillpractic,5000,3000,0,0,0,0,0,0,0,515-400|516-350,,,,achievement-10000916,achievement-20000916,15,282,融合势力技能训练,0,,,achievement-30000916,21
917,sangvis_skillpractic,10000,4000,0,0,0,0,0,0,0,515-450|516-400,,,,achievement-10000917,achievement-20000917,15,282,融合势力技能训练,0,,,achievement-30000917,21
918,sangvis_skillpractic,20000,5000,0,0,0,0,0,0,0,515-500|516-450,,,,achievement-10000918,achievement-20000918,15,282,融合势力技能训练,0,,,achievement-30000918,21
919,c_mission_win_no_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000919,achievement-20000919,100,1020,完美潜入,0,,10415,achievement-30000919,0
920,maxdorm,11,5000,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000920,achievement-20000920,6,90,开启宿舍,0,,,achievement-30000920,0
921,maxdorm,12,6000,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000921,achievement-20000921,6,90,开启宿舍,0,,,achievement-30000921,0
922,maxdorm,13,7000,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000922,achievement-20000922,6,90,开启宿舍,0,,,achievement-30000922,0
923,maxdorm,14,8000,0,0,0,0,0,0,0,41-20,,,100003-2,achievement-10000923,achievement-20000923,6,90,开启宿舍,0,,,achievement-30000923,0
925,fetter_clear,1,30,30,30,30,10,0,0,0,,,,100003-1,achievement-10000925,achievement-20000925,16,283,完成N个关系故事,0,,,achievement-30000925,22
926,fetter_clear,2,60,60,60,60,20,0,0,0,,,,100003-2,achievement-10000926,achievement-20000926,16,283,完成N个关系故事,0,,,achievement-30000926,22
927,fetter_clear,3,100,100,100,100,30,0,0,0,,,,100003-3,achievement-10000927,achievement-20000927,16,283,完成N个关系故事,0,,,achievement-30000927,22
928,fetter_clear,5,200,200,200,200,60,0,0,0,,,,100003-4,achievement-10000928,achievement-20000928,16,283,完成N个关系故事,0,,,achievement-30000928,22
929,fetter_clear,7,500,500,500,500,200,0,0,0,,,,100003-5,achievement-10000929,achievement-20000929,16,283,完成N个关系故事,0,,,achievement-30000929,22
930,fetter_clear,9,1000,1000,1000,1000,300,0,0,0,,,,100003-6,achievement-10000930,achievement-20000930,16,283,完成N个关系故事,0,,,achievement-30000930,22
931,fetter_clear,12,2000,2000,2000,2000,600,0,0,0,,,,100003-7,achievement-10000931,achievement-20000931,16,283,完成N个关系故事,0,,,achievement-30000931,22
932,fetter_clear,15,3000,3000,3000,3000,1000,0,0,0,,,,100003-8,achievement-10000932,achievement-20000932,16,283,完成N个关系故事,0,,,achievement-30000932,22
933,fetter_clear,20,4000,4000,4000,4000,1300,0,0,0,,,,100003-9,achievement-10000933,achievement-20000933,16,283,完成N个关系故事,0,,,achievement-30000933,22
934,fetter_clear,25,5000,5000,5000,5000,1600,0,0,0,,,,100003-10,achievement-10000934,achievement-20000934,16,283,完成N个关系故事,0,,,achievement-30000934,22
935,fetter_dep_energetic,3,30,30,30,30,10,0,0,0,,,,200001-25,achievement-10000935,achievement-20000935,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000935,24
936,fetter_dep_energetic,6,60,60,60,60,20,0,0,0,,,,200001-50,achievement-10000936,achievement-20000936,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000936,24
937,fetter_dep_energetic,9,100,100,100,100,30,0,0,0,,,,200001-75,achievement-10000937,achievement-20000937,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000937,24
938,fetter_dep_energetic,12,200,200,200,200,60,0,0,0,,,,200001-100,achievement-10000938,achievement-20000938,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000938,24
939,fetter_dep_energetic,15,500,500,500,500,200,0,0,0,,,,200001-125,achievement-10000939,achievement-20000939,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000939,24
940,fetter_dep_energetic,18,1000,1000,1000,1000,300,0,0,0,,,,200001-150,achievement-10000940,achievement-20000940,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000940,24
941,fetter_dep_energetic,21,2000,2000,2000,2000,600,0,0,0,,,,200001-175,achievement-10000941,achievement-20000941,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000941,24
942,fetter_dep_energetic,24,3000,3000,3000,3000,1000,0,0,0,,,,200001-200,achievement-10000942,achievement-20000942,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000942,24
943,fetter_dep_energetic,27,4000,4000,4000,4000,1300,0,0,0,,,,200001-225,achievement-10000943,achievement-20000943,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000943,24
944,fetter_dep_energetic,30,5000,5000,5000,5000,1600,0,0,0,,,,200001-250,achievement-10000944,achievement-20000944,16,284,集齐组织架构中的家具奖励,0,,,achievement-30000944,24
945,ally_die_intime,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000945,achievement-20000945,100,1023,最佳配角,0,,,achievement-30000945,0
946,c_no_skip_activity,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000946,achievement-20000946,100,1022,就是这个人,0,,10579,achievement-30000946,0
947,c_mission_win_type,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000947,achievement-20000947,100,1024,不务正业,0,,10608:1060810,achievement-30000947,0
948,c_item_collect_num,404,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000948,achievement-20000948,100,1025,火力不足恐惧,0,,520,achievement-30000948,0
949,c_mission_win_no_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000949,achievement-20000949,100,1026,饱和攻击,0,,10612,achievement-30000949,0
950,c_item_collect_num,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000950,achievement-20000950,100,1027,亮牌,0,,523,achievement-30000950,0
951,c_no_skip_activity,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000951,achievement-20000951,100,1028,就是这个人,0,,10741,achievement-30000951,0
952,number_of_game,1,30,30,30,30,10,0,0,0,508-50,,9705,,achievement-10000952,achievement-20000952,17,285,游戏次数,0,,,achievement-30000952,26
953,number_of_game,5,60,60,60,60,20,0,0,0,508-150,,9701,,achievement-10000953,achievement-20000953,17,285,游戏次数,0,,,achievement-30000953,26
954,number_of_game,10,100,100,100,100,30,0,0,0,508-250,,,,achievement-10000954,achievement-20000954,17,285,游戏次数,0,,,achievement-30000954,26
955,number_of_game,25,200,200,200,200,60,0,0,0,508-500,,9709,,achievement-10000955,achievement-20000955,17,285,游戏次数,0,,,achievement-30000955,26
